n,p,rep,rounds
2700,0.5,10,10
2700,0.5,11,13
2700,0.5,12,15
2700,0.5,13,14
2700,0.5,14,14
2700,0.5,15,15
2700,0.5,16,17
2700,0.5,17,13
2700,0.5,18,13
2700,0.5,19,16
2700,0.5,20,12
2700,0.5,21,12
2700,0.5,22,13
2700,0.5,23,13
2700,0.5,24,15
2700,0.5,25,15
2700,0.5,26,13
2700,0.5,27,16
2700,0.5,28,11
2700,0.5,29,11
2700,0.5,30,14
2700,0.5,31,13
2700,0.5,32,12
2700,0.5,33,14
2700,0.5,34,11
2700,0.5,35,11
2700,0.5,36,15
2700,0.5,37,13
2700,0.5,38,18
2700,0.5,39,11
2700,0.5,40,12
2700,0.5,41,12
2700,0.5,42,15
2700,0.5,43,13
2700,0.5,44,13
2700,0.5,45,12
2700,0.5,46,11
2700,0.5,47,12
2700,0.5,48,16
2700,0.5,49,12
2700,0.5,50,12
2800,0.5,1,12
2800,0.5,2,10
2800,0.5,3,15
2800,0.5,4,11
2800,0.5,5,11
2800,0.5,6,10
2800,0.5,7,12
2800,0.5,8,14
2800,0.5,9,12
2800,0.5,10,16
2800,0.5,11,16
2800,0.5,12,15
2800,0.5,13,11
2800,0.5,14,14
2800,0.5,15,10
2800,0.5,16,19
2800,0.5,17,14
2800,0.5,18,13
2800,0.5,19,13
2800,0.5,20,13
2800,0.5,21,15
2800,0.5,22,11
2800,0.5,23,13
2800,0.5,24,11
2800,0.5,25,11
2800,0.5,26,20
2800,0.5,27,13
2800,0.5,28,17
2800,0.5,29,14
2800,0.5,30,10
2800,0.5,31,14
2800,0.5,32,10
2800,0.5,33,14
2800,0.5,34,11
2800,0.5,35,15
2800,0.5,36,12
2800,0.5,37,11
2800,0.5,38,13
2800,0.5,39,14
2800,0.5,40,12
2800,0.5,41,12
2800,0.5,42,17
2800,0.5,43,17
2800,0.5,44,12
2800,0.5,45,11
2800,0.5,46,13
2800,0.5,47,12
2800,0.5,48,19
2800,0.5,49,11
2800,0.5,50,15
2900,0.5,1,14
2900,0.5,2,12
2900,0.5,3,11
2900,0.5,4,17
2900,0.5,5,11
2900,0.5,6,11
2900,0.5,7,15
2900,0.5,8,11
2900,0.5,9,16
2900,0.5,10,12
2900,0.5,11,12
2900,0.5,12,12
2900,0.5,13,17
2900,0.5,14,13
2900,0.5,15,12
2900,0.5,16,12
2900,0.5,17,13
2900,0.5,18,12
2900,0.5,19,14
2900,0.5,20,14
2900,0.5,21,11
2900,0.5,22,15
2900,0.5,23,13
2900,0.5,24,13
2900,0.5,25,16
2900,0.5,26,13
2900,0.5,27,12
2900,0.5,28,12
2900,0.5,29,10
2900,0.5,30,13
2900,0.5,31,16
2900,0.5,32,16
2900,0.5,33,15
2900,0.5,34,12
2900,0.5,35,12
2900,0.5,36,14
2900,0.5,37,11
2900,0.5,38,13
2900,0.5,39,13
2900,0.5,40,12
2900,0.5,41,13
2900,0.5,42,11
2900,0.5,43,13
2900,0.5,44,12
2900,0.5,45,14
2900,0.5,46,12
2900,0.5,47,12
2900,0.5,48,14
2900,0.5,49,11
2900,0.5,50,14
3000,0.5,1,14
3000,0.5,2,13
3000,0.5,3,12
3000,0.5,4,12
3000,0.5,5,12
3000,0.5,6,11
3000,0.5,7,13
3000,0.5,8,12
3000,0.5,9,11
3000,0.5,10,13
3000,0.5,11,12
3000,0.5,12,12
3000,0.5,13,11
3000,0.5,14,16
3000,0.5,15,11
3000,0.5,16,14
3000,0.5,17,14
3000,0.5,18,12
3000,0.5,19,11
3000,0.5,20,13
3000,0.5,21,16
3000,0.5,22,9
3000,0.5,23,13
3000,0.5,24,14
3000,0.5,25,10
3000,0.5,26,12
3000,0.5,27,13
3000,0.5,28,14
3000,0.5,29,14
3000,0.5,30,15
3000,0.5,31,14
3000,0.5,32,12
3000,0.5,33,10
3000,0.5,34,14
3000,0.5,35,12
3000,0.5,36,11
3000,0.5,37,14
3000,0.5,38,11
3000,0.5,39,12
3000,0.5,40,13
3000,0.5,41,12
3000,0.5,42,13
3000,0.5,43,12
3000,0.5,44,12
3000,0.5,45,15
3000,0.5,46,17
3000,0.5,47,15
3000,0.5,48,14
3000,0.5,49,12
3000,0.5,50,11
3100,0.5,1,11
3100,0.5,2,14
3100,0.5,3,14
3100,0.5,4,12
3100,0.5,5,15
3100,0.5,6,12
3100,0.5,7,12
3100,0.5,8,11
3100,0.5,9,11
3100,0.5,10,17
3100,0.5,11,11
3100,0.5,12,12
3100,0.5,13,10
3100,0.5,14,14
3100,0.5,15,11
3100,0.5,16,14
3100,0.5,17,15
3100,0.5,18,11
3100,0.5,19,15
3100,0.5,20,18
3100,0.5,21,12
3100,0.5,22,15
3100,0.5,23,12
3100,0.5,24,15
3100,0.5,25,13
3100,0.5,26,10
3100,0.5,27,15
3100,0.5,28,15
3100,0.5,29,13
3100,0.5,30,13
3100,0.5,31,12
3100,0.5,32,15
3100,0.5,33,11
3100,0.5,34,11
3100,0.5,35,12
3100,0.5,36,13
3100,0.5,37,14
3100,0.5,38,18
3100,0.5,39,10
3100,0.5,40,11
3100,0.5,41,14
3100,0.5,42,15
3100,0.5,43,13
3100,0.5,44,13
3100,0.5,45,13
3100,0.5,46,12
3100,0.5,47,11
3100,0.5,48,13
3100,0.5,49,13
3100,0.5,50,12
3200,0.5,1,16
3200,0.5,2,14
3200,0.5,3,14
3200,0.5,4,11
3200,0.5,5,11
3200,0.5,6,13
3200,0.5,7,14
3200,0.5,8,13
3200,0.5,9,14
3200,0.5,10,14
3200,0.5,11,11
3200,0.5,12,12
3200,0.5,13,11
3200,0.5,14,15
3200,0.5,15,12
3200,0.5,16,16
3200,0.5,17,12
3200,0.5,18,11
3200,0.5,19,17
3200,0.5,20,14
3200,0.5,21,11
3200,0.5,22,12
3200,0.5,23,11
3200,0.5,24,13
3200,0.5,25,11
3200,0.5,26,10
3200,0.5,27,11
3200,0.5,28,15
3200,0.5,29,12
3200,0.5,30,13
3200,0.5,31,11
3200,0.5,32,13
3200,0.5,33,12
3200,0.5,34,15
3200,0.5,35,15
3200,0.5,36,12
3200,0.5,37,14
3200,0.5,38,13
3200,0.5,39,14
3200,0.5,40,13
3200,0.5,41,12
3200,0.5,42,11
3200,0.5,43,10
3200,0.5,44,17
3200,0.5,45,11
3200,0.5,46,15
3200,0.5,47,13
3200,0.5,48,12
3200,0.5,49,12
3200,0.5,50,11
3300,0.5,1,12
3300,0.5,2,11
3300,0.5,3,12
3300,0.5,4,17
3300,0.5,5,15
3300,0.5,6,11
3300,0.5,7,13
3300,0.5,8,17
3300,0.5,9,11
3300,0.5,10,12
3300,0.5,11,14
3300,0.5,12,13
3300,0.5,13,14
3300,0.5,14,14
3300,0.5,15,15
3300,0.5,16,11
3300,0.5,17,12
3300,0.5,18,14
3300,0.5,19,12
3300,0.5,20,10
3300,0.5,21,19
3300,0.5,22,16
3300,0.5,23,13
3300,0.5,24,13
3300,0.5,25,15
3300,0.5,26,11
3300,0.5,27,12
3300,0.5,28,12
3300,0.5,29,10
3300,0.5,30,11
3300,0.5,31,12
3300,0.5,32,11
3300,0.5,33,14
3300,0.5,34,12
3300,0.5,35,13
3300,0.5,36,13
3300,0.5,37,11
3300,0.5,38,12
3300,0.5,39,12
3300,0.5,40,12
3300,0.5,41,12
3300,0.5,42,13
3300,0.5,43,14
3300,0.5,44,13
3300,0.5,45,11
3300,0.5,46,13
3300,0.5,47,11
3300,0.5,48,12
3300,0.5,49,11
3300,0.5,50,12
3400,0.5,1,11
3400,0.5,2,12
3400,0.5,3,14
3400,0.5,4,10
3400,0.5,5,14
3400,0.5,6,12
3400,0.5,7,11
3400,0.5,8,12
3400,0.5,9,12
3400,0.5,10,13
3400,0.5,11,12
3400,0.5,12,11
3400,0.5,13,14
3400,0.5,14,12
3400,0.5,15,12
3400,0.5,16,10
3400,0.5,17,15
3400,0.5,18,13
3400,0.5,19,13
3400,0.5,20,14
3400,0.5,21,13
3400,0.5,22,13
3400,0.5,23,13
3400,0.5,24,14
3400,0.5,25,16
3400,0.5,26,13
3400,0.5,27,14
3400,0.5,28,17
3400,0.5,29,11
3400,0.5,30,17
3400,0.5,31,13
3400,0.5,32,18
3400,0.5,33,12
3400,0.5,34,12
3400,0.5,35,12
3400,0.5,36,12
3400,0.5,37,10
3400,0.5,38,13
3400,0.5,39,12
3400,0.5,40,14
3400,0.5,41,11
3400,0.5,42,14
3400,0.5,43,11
3400,0.5,44,14
3400,0.5,45,12
3400,0.5,46,15
3400,0.5,47,11
3400,0.5,48,13
3400,0.5,49,12
3400,0.5,50,11
3500,0.5,1,12
3500,0.5,2,16
3500,0.5,3,12
3500,0.5,4,17
3500,0.5,5,12
3500,0.5,6,14
3500,0.5,7,14
3500,0.5,8,15
3500,0.5,9,14
3500,0.5,10,12
3500,0.5,11,12
3500,0.5,12,12
3500,0.5,13,17
3500,0.5,14,11
3500,0.5,15,14
3500,0.5,16,14
3500,0.5,17,12
3500,0.5,18,13
3500,0.5,19,15
3500,0.5,20,11
3500,0.5,21,14
3500,0.5,22,14
3500,0.5,23,10
3500,0.5,24,16
3500,0.5,25,16
3500,0.5,26,16
3500,0.5,27,15
3500,0.5,28,13
3500,0.5,29,13
3500,0.5,30,13
3500,0.5,31,16
3500,0.5,32,12
3500,0.5,33,14
3500,0.5,34,12
3500,0.5,35,12
3500,0.5,36,12
3500,0.5,37,13
3500,0.5,38,13
3500,0.5,39,14
3500,0.5,40,15
3500,0.5,41,14
3500,0.5,42,13
3500,0.5,43,11
3500,0.5,44,13
3500,0.5,45,13
3500,0.5,46,15
3500,0.5,47,14
3500,0.5,48,14
3500,0.5,49,12
3500,0.5,50,12
3600,0.5,1,10
3600,0.5,2,13
3600,0.5,3,12
3600,0.5,4,15
3600,0.5,5,14
3600,0.5,6,12
3600,0.5,7,13
3600,0.5,8,12
3600,0.5,9,12
3600,0.5,10,14
3600,0.5,11,11
3600,0.5,12,13
3600,0.5,13,10
3600,0.5,14,12
3600,0.5,15,12
3600,0.5,16,13
3600,0.5,17,13
3600,0.5,18,13
3600,0.5,19,11
3600,0.5,20,12
3600,0.5,21,17
3600,0.5,22,13
3600,0.5,23,10
3600,0.5,24,14
3600,0.5,25,13
3600,0.5,26,12
3600,0.5,27,15
3600,0.5,28,15
3600,0.5,29,18
3600,0.5,30,15
3600,0.5,31,10
3600,0.5,32,10
3600,0.5,33,13
3600,0.5,34,16
3600,0.5,35,17
3600,0.5,36,13
3600,0.5,37,12
3600,0.5,38,13
3600,0.5,39,14
3600,0.5,40,16
3600,0.5,41,14
3600,0.5,42,11
3600,0.5,43,11
3600,0.5,44,14
3600,0.5,45,15
3600,0.5,46,12
3600,0.5,47,12
3600,0.5,48,11
3600,0.5,49,12
3600,0.5,50,15
3700,0.5,1,15
3700,0.5,2,12
3700,0.5,3,13
3700,0.5,4,11
3700,0.5,5,13
3700,0.5,6,12
3700,0.5,7,18
3700,0.5,8,13
3700,0.5,9,17
3700,0.5,10,13
3700,0.5,11,12
3700,0.5,12,14
3700,0.5,13,14
3700,0.5,14,15
3700,0.5,15,16
3700,0.5,16,11
3700,0.5,17,11
3700,0.5,18,12
3700,0.5,19,13
3700,0.5,20,11
3700,0.5,21,10
3700,0.5,22,12
3700,0.5,23,13
3700,0.5,24,11
3700,0.5,25,15
3700,0.5,26,11
3700,0.5,27,13
3700,0.5,28,16
3700,0.5,29,17
3700,0.5,30,12
3700,0.5,31,10
3700,0.5,32,16
3700,0.5,33,12
3700,0.5,34,12
3700,0.5,35,13
3700,0.5,36,10
3700,0.5,37,15
3700,0.5,38,12
3700,0.5,39,13
3700,0.5,40,10
3700,0.5,41,10
3700,0.5,42,17
3700,0.5,43,13
3700,0.5,44,16
3700,0.5,45,12
3700,0.5,46,14
3700,0.5,47,11
3700,0.5,48,10
3700,0.5,49,11
3700,0.5,50,10
3800,0.5,1,15
3800,0.5,2,12
3800,0.5,3,14
3800,0.5,4,12
3800,0.5,5,16
3800,0.5,6,12
3800,0.5,7,13
3800,0.5,8,12
3800,0.5,9,14
3800,0.5,10,12
3800,0.5,11,14
3800,0.5,12,12
3800,0.5,13,14
3800,0.5,14,12
3800,0.5,15,12
3800,0.5,16,10
3800,0.5,17,13
3800,0.5,18,12
3800,0.5,19,14
3800,0.5,20,15
3800,0.5,21,11
3800,0.5,22,14
3800,0.5,23,10
3800,0.5,24,16
3800,0.5,25,14
3800,0.5,26,13
3800,0.5,27,15
3800,0.5,28,13
3800,0.5,29,11
3800,0.5,30,12
3800,0.5,31,12
3800,0.5,32,11
3800,0.5,33,16
3800,0.5,34,13
3800,0.5,35,12
3800,0.5,36,13
3800,0.5,37,14
3800,0.5,38,15
3800,0.5,39,12
3800,0.5,40,11
3800,0.5,41,11
3800,0.5,42,11
3800,0.5,43,17
3800,0.5,44,12
3800,0.5,45,11
3800,0.5,46,17
3800,0.5,47,14
3800,0.5,48,12
3800,0.5,49,14
3800,0.5,50,18
3900,0.5,1,11
3900,0.5,2,14
3900,0.5,3,13
3900,0.5,4,14
3900,0.5,5,11
3900,0.5,6,14
3900,0.5,7,12
3900,0.5,8,15
3900,0.5,9,14
3900,0.5,10,13
3900,0.5,11,14
3900,0.5,12,14
3900,0.5,13,13
3900,0.5,14,13
3900,0.5,15,10
3900,0.5,16,14
3900,0.5,17,14
3900,0.5,18,11
3900,0.5,19,14
3900,0.5,20,13
3900,0.5,21,13
3900,0.5,22,14
3900,0.5,23,17
3900,0.5,24,14
3900,0.5,25,12
3900,0.5,26,13
3900,0.5,27,12
3900,0.5,28,12
3900,0.5,29,15
3900,0.5,30,11
3900,0.5,31,13
3900,0.5,32,13
3900,0.5,33,16
3900,0.5,34,14
3900,0.5,35,14
3900,0.5,36,16
3900,0.5,37,20
3900,0.5,38,13
3900,0.5,39,11
3900,0.5,40,12
3900,0.5,41,11
3900,0.5,42,11
3900,0.5,43,16
3900,0.5,44,13
3900,0.5,45,13
3900,0.5,46,13
3900,0.5,47,12
3900,0.5,48,14
3900,0.5,49,14
3900,0.5,50,16
4000,0.5,1,12
4000,0.5,2,15
4000,0.5,3,16
4000,0.5,4,12
4000,0.5,5,14
4000,0.5,6,14
4000,0.5,7,15
4000,0.5,8,14
4000,0.5,9,12
4000,0.5,10,18
4000,0.5,11,13
4000,0.5,12,12
4000,0.5,13,14
4000,0.5,14,12
4000,0.5,15,13
4000,0.5,16,12
4000,0.5,17,12
4000,0.5,18,14
4000,0.5,19,11
4000,0.5,20,13
4000,0.5,21,13
4000,0.5,22,10
4000,0.5,23,12
4000,0.5,24,16
4000,0.5,25,13
4000,0.5,26,13
4000,0.5,27,12
4000,0.5,28,13
4000,0.5,29,14
4000,0.5,30,14
4000,0.5,31,12
4000,0.5,32,16
4000,0.5,33,13
4000,0.5,34,15
4000,0.5,35,12
4000,0.5,36,12
4000,0.5,37,13
4000,0.5,38,14
4000,0.5,39,15
4000,0.5,40,10
4000,0.5,41,15
4000,0.5,42,11
4000,0.5,43,15
4000,0.5,44,13
4000,0.5,45,14
4000,0.5,46,11
4000,0.5,47,16
4000,0.5,48,10
4000,0.5,49,13
4000,0.5,50,14
4100,0.5,1,14
4100,0.5,2,13
4100,0.5,3,12
4100,0.5,4,11
4100,0.5,5,16
4100,0.5,6,14
4100,0.5,7,14
4100,0.5,8,16
4100,0.5,9,14
4100,0.5,10,12
4100,0.5,11,13
4100,0.5,12,14
4100,0.5,13,21
4100,0.5,14,13
4100,0.5,15,16
4100,0.5,16,14
4100,0.5,17,14
4100,0.5,18,13
4100,0.5,19,13
4100,0.5,20,13
4100,0.5,21,14
4100,0.5,22,13
4100,0.5,23,10
4100,0.5,24,14
4100,0.5,25,12
4100,0.5,26,11
4100,0.5,27,11
4100,0.5,28,11
4100,0.5,29,15
4100,0.5,30,12
4100,0.5,31,11
4100,0.5,32,14
4100,0.5,33,14
4100,0.5,34,16
4100,0.5,35,13
4100,0.5,36,12
4100,0.5,37,12
4100,0.5,38,11
4100,0.5,39,15
4100,0.5,40,13
4100,0.5,41,14
4100,0.5,42,12
4100,0.5,43,11
4100,0.5,44,16
4100,0.5,45,16
4100,0.5,46,13
4100,0.5,47,15
4100,0.5,48,11
4100,0.5,49,12
4100,0.5,50,16
4200,0.5,1,14
4200,0.5,2,12
4200,0.5,3,13
4200,0.5,4,13
4200,0.5,5,17
4200,0.5,6,12
4200,0.5,7,14
4200,0.5,8,14
4200,0.5,9,17
4200,0.5,10,12
4200,0.5,11,12
4200,0.5,12,11
4200,0.5,13,14
4200,0.5,14,15
4200,0.5,15,18
4200,0.5,16,12
4200,0.5,17,13
4200,0.5,18,14
4200,0.5,19,15
4200,0.5,20,14
4200,0.5,21,16
4200,0.5,22,13
4200,0.5,23,12
4200,0.5,24,13
4200,0.5,25,12
4200,0.5,26,13
4200,0.5,27,21
4200,0.5,28,13
4200,0.5,29,12
4200,0.5,30,13
4200,0.5,31,12
4200,0.5,32,14
4200,0.5,33,11
4200,0.5,34,13
4200,0.5,35,14
4200,0.5,36,13
4200,0.5,37,12
4200,0.5,38,12
4200,0.5,39,14
4200,0.5,40,20
4200,0.5,41,15
4200,0.5,42,11
4200,0.5,43,11
4200,0.5,44,14
4200,0.5,45,14
4200,0.5,46,15
4200,0.5,47,12
4200,0.5,48,12
4200,0.5,49,10
4200,0.5,50,17
4300,0.5,1,15
4300,0.5,2,17
4300,0.5,3,11
4300,0.5,4,12
4300,0.5,5,11
4300,0.5,6,19
4300,0.5,7,11
4300,0.5,8,14
4300,0.5,9,13
4300,0.5,10,12
4300,0.5,11,13
4300,0.5,12,11
4300,0.5,13,18
4300,0.5,14,14
4300,0.5,15,13
4300,0.5,16,15
4300,0.5,17,13
4300,0.5,18,12
4300,0.5,19,12
4300,0.5,20,20
4300,0.5,21,15
4300,0.5,22,13
4300,0.5,23,11
4300,0.5,24,12
4300,0.5,25,11
4300,0.5,26,11
4300,0.5,27,14
4300,0.5,28,13
4300,0.5,29,15
4300,0.5,30,12
4300,0.5,31,13
4300,0.5,32,12
4300,0.5,33,21
4300,0.5,34,15
4300,0.5,35,14
4300,0.5,36,12
4300,0.5,37,14
4300,0.5,38,14
4300,0.5,39,12
4300,0.5,40,14
4300,0.5,41,16
4300,0.5,42,17
4300,0.5,43,12
4300,0.5,44,12
4300,0.5,45,15
4300,0.5,46,11
4300,0.5,47,15
4300,0.5,48,15
4300,0.5,49,14
4300,0.5,50,12
4400,0.5,1,12
4400,0.5,2,11
4400,0.5,3,15
4400,0.5,4,16
4400,0.5,5,13
4400,0.5,6,12
4400,0.5,7,11
4400,0.5,8,14
4400,0.5,9,12
4400,0.5,10,14
4400,0.5,11,12
4400,0.5,12,16
4400,0.5,13,12
4400,0.5,14,13
4400,0.5,15,12
4400,0.5,16,20
4400,0.5,17,14
4400,0.5,18,13
4400,0.5,19,13
4400,0.5,20,11
4400,0.5,21,11
4400,0.5,22,14
4400,0.5,23,12
4400,0.5,24,12
4400,0.5,25,15
4400,0.5,26,13
4400,0.5,27,18
4400,0.5,28,12
4400,0.5,29,11
4400,0.5,30,13
4400,0.5,31,11
4400,0.5,32,12
4400,0.5,33,12
4400,0.5,34,13
4400,0.5,35,12
4400,0.5,36,11
4400,0.5,37,17
4400,0.5,38,12
4400,0.5,39,13
4400,0.5,40,13
4400,0.5,41,14
4400,0.5,42,12
4400,0.5,43,14
4400,0.5,44,14
4400,0.5,45,12
4400,0.5,46,18
4400,0.5,47,15
4400,0.5,48,18
4400,0.5,49,15
4400,0.5,50,12
4500,0.5,1,13
4500,0.5,2,12
4500,0.5,3,14
4500,0.5,4,14
4500,0.5,5,15
4500,0.5,6,13
4500,0.5,7,14
4500,0.5,8,12
4500,0.5,9,16
4500,0.5,10,12
4500,0.5,11,14
4500,0.5,12,14
4500,0.5,13,11
4500,0.5,14,12
4500,0.5,15,13
4500,0.5,16,13
4500,0.5,17,14
4500,0.5,18,13
4500,0.5,19,12
4500,0.5,20,12
4500,0.5,21,12
4500,0.5,22,12
4500,0.5,23,13
4500,0.5,24,16
4500,0.5,25,16
4500,0.5,26,13
4500,0.5,27,14
4500,0.5,28,13
4500,0.5,29,13
4500,0.5,30,12
4500,0.5,31,13
4500,0.5,32,13
4500,0.5,33,14
4500,0.5,34,14
4500,0.5,35,19
4500,0.5,36,17
4500,0.5,37,16
4500,0.5,38,15
4500,0.5,39,17
4500,0.5,40,12
4500,0.5,41,14
4500,0.5,42,15
4500,0.5,43,12
4500,0.5,44,12
4500,0.5,45,13
4500,0.5,46,14
4500,0.5,47,15
4500,0.5,48,12
4500,0.5,49,12
4500,0.5,50,13
4600,0.5,1,13
4600,0.5,2,12
4600,0.5,3,12
4600,0.5,4,13
4600,0.5,5,11
4600,0.5,6,11
4600,0.5,7,13
4600,0.5,8,13
4600,0.5,9,13
4600,0.5,10,12
4600,0.5,11,15
4600,0.5,12,16
4600,0.5,13,15
4600,0.5,14,14
4600,0.5,15,12
4600,0.5,16,14
4600,0.5,17,13
4600,0.5,18,14
4600,0.5,19,15
4600,0.5,20,16
4600,0.5,21,12
4600,0.5,22,13
4600,0.5,23,17
4600,0.5,24,15
4600,0.5,25,11
4600,0.5,26,11
4600,0.5,27,13
4600,0.5,28,12
4600,0.5,29,11
4600,0.5,30,12
4600,0.5,31,15
4600,0.5,32,12
4600,0.5,33,12
4600,0.5,34,12
4600,0.5,35,13
4600,0.5,36,14
4600,0.5,37,16
4600,0.5,38,11
4600,0.5,39,17
4600,0.5,40,15
4600,0.5,41,12
4600,0.5,42,15
4600,0.5,43,13
4600,0.5,44,14
4600,0.5,45,13
4600,0.5,46,11
4600,0.5,47,14
4600,0.5,48,11
4600,0.5,49,11
4600,0.5,50,14
4700,0.5,1,15
4700,0.5,2,13
4700,0.5,3,12
4700,0.5,4,14
4700,0.5,5,12
4700,0.5,6,13
4700,0.5,7,13
4700,0.5,8,12
4700,0.5,9,13
4700,0.5,10,13
4700,0.5,11,14
4700,0.5,12,16
4700,0.5,13,14
4700,0.5,14,14
4700,0.5,15,12
4700,0.5,16,15
4700,0.5,17,12
4700,0.5,18,13
4700,0.5,19,13
4700,0.5,20,13
4700,0.5,21,15
4700,0.5,22,12
4700,0.5,23,12
4700,0.5,24,14
4700,0.5,25,12
4700,0.5,26,12
4700,0.5,27,15
4700,0.5,28,15
4700,0.5,29,14
4700,0.5,30,13
4700,0.5,31,13
4700,0.5,32,12
4700,0.5,33,15
4700,0.5,34,12
4700,0.5,35,16
4700,0.5,36,16
4700,0.5,37,13
4700,0.5,38,14
4700,0.5,39,14
4700,0.5,40,14
4700,0.5,41,13
4700,0.5,42,15
4700,0.5,43,15
4700,0.5,44,12
4700,0.5,45,16
4700,0.5,46,13
4700,0.5,47,13
4700,0.5,48,14
4700,0.5,49,12
4700,0.5,50,14
4800,0.5,1,17
4800,0.5,2,13
4800,0.5,3,13
4800,0.5,4,13
4800,0.5,5,15
4800,0.5,6,12
4800,0.5,7,13
4800,0.5,8,11
4800,0.5,9,13
4800,0.5,10,11
4800,0.5,11,18
4800,0.5,12,11
4800,0.5,13,13
4800,0.5,14,12
4800,0.5,15,13
4800,0.5,16,14
4800,0.5,17,16
4800,0.5,18,14
4800,0.5,19,16
4800,0.5,20,16
4800,0.5,21,13
4800,0.5,22,14
4800,0.5,23,15
4800,0.5,24,11
4800,0.5,25,14
4800,0.5,26,13
4800,0.5,27,13
4800,0.5,28,13
4800,0.5,29,14
4800,0.5,30,12
4800,0.5,31,18
4800,0.5,32,13
4800,0.5,33,15
4800,0.5,34,15
4800,0.5,35,21
4800,0.5,36,14
4800,0.5,37,13
4800,0.5,38,16
4800,0.5,39,13
4800,0.5,40,14
4800,0.5,41,13
4800,0.5,42,14
4800,0.5,43,11
4800,0.5,44,14
4800,0.5,45,12
4800,0.5,46,14
4800,0.5,47,12
4800,0.5,48,13
4800,0.5,49,13
4800,0.5,50,13
4900,0.5,1,12
4900,0.5,2,16
4900,0.5,3,14
4900,0.5,4,11
4900,0.5,5,12
4900,0.5,6,14
4900,0.5,7,17
4900,0.5,8,12
4900,0.5,9,15
4900,0.5,10,13
4900,0.5,11,12
4900,0.5,12,13
4900,0.5,13,14
4900,0.5,14,14
4900,0.5,15,16
4900,0.5,16,12
4900,0.5,17,16
4900,0.5,18,12
4900,0.5,19,12
4900,0.5,20,12
4900,0.5,21,16
4900,0.5,22,12
4900,0.5,23,13
4900,0.5,24,14
4900,0.5,25,13
4900,0.5,26,14
4900,0.5,27,14
4900,0.5,28,14
4900,0.5,29,13
4900,0.5,30,11
4900,0.5,31,13
4900,0.5,32,13
4900,0.5,33,12
4900,0.5,34,12
4900,0.5,35,12
4900,0.5,36,12
4900,0.5,37,13
4900,0.5,38,12
4900,0.5,39,14
4900,0.5,40,16
4900,0.5,41,13
4900,0.5,42,12
4900,0.5,43,13
4900,0.5,44,13
4900,0.5,45,17
4900,0.5,46,15
4900,0.5,47,12
4900,0.5,48,14
4900,0.5,49,14
4900,0.5,50,14
5000,0.5,1,12
5000,0.5,2,16
5000,0.5,3,16
5000,0.5,4,11
5000,0.5,5,14
5000,0.5,6,13
5000,0.5,7,16
5000,0.5,8,14
5000,0.5,9,16
5000,0.5,10,14
5000,0.5,11,12
5000,0.5,12,13
5000,0.5,13,11
5000,0.5,14,14
5000,0.5,15,13
5000,0.5,16,11
5000,0.5,17,16
5000,0.5,18,13
5000,0.5,19,14
5000,0.5,20,14
5000,0.5,21,11
5000,0.5,22,14
5000,0.5,23,13
5000,0.5,24,17
5000,0.5,25,14
5000,0.5,26,15
5000,0.5,27,15
5000,0.5,28,13
5000,0.5,29,15
5000,0.5,30,12
5000,0.5,31,17
5000,0.5,32,13
5000,0.5,33,11
5000,0.5,34,15
5000,0.5,35,12
5000,0.5,36,16
5000,0.5,37,14
5000,0.5,38,12
5000,0.5,39,15
5000,0.5,40,14
5000,0.5,41,13
5000,0.5,42,15
5000,0.5,43,11
5000,0.5,44,14
5000,0.5,45,16
5000,0.5,46,11
5000,0.5,47,12
5000,0.5,48,12
5000,0.5,49,12
5000,0.5,50,12
5100,0.5,1,13
5100,0.5,2,13
5100,0.5,3,14
5100,0.5,4,12
5100,0.5,5,16
5100,0.5,6,18
5100,0.5,7,14
5100,0.5,8,14
5100,0.5,9,14
5100,0.5,10,13
5100,0.5,11,16
5100,0.5,12,13
5100,0.5,13,13
5100,0.5,14,13
5100,0.5,15,13
5100,0.5,16,11
5100,0.5,17,12
5100,0.5,18,11
5100,0.5,19,13
5100,0.5,20,13
5100,0.5,21,15
5100,0.5,22,13
5100,0.5,23,15
5100,0.5,24,13
5100,0.5,25,14
5100,0.5,26,13
5100,0.5,27,14
5100,0.5,28,12
5100,0.5,29,14
5100,0.5,30,14
5100,0.5,31,12
5100,0.5,32,16
5100,0.5,33,11
5100,0.5,34,12
5100,0.5,35,13
5100,0.5,36,17
5100,0.5,37,13
5100,0.5,38,17
5100,0.5,39,16
5100,0.5,40,15
5100,0.5,41,12
5100,0.5,42,14
5100,0.5,43,13
5100,0.5,44,20
5100,0.5,45,15
5100,0.5,46,13
5100,0.5,47,13
5100,0.5,48,13
5100,0.5,49,13
5100,0.5,50,15
5200,0.5,1,16
5200,0.5,2,12
5200,0.5,3,12
5200,0.5,4,12
5200,0.5,5,12
5200,0.5,6,11
5200,0.5,7,12
5200,0.5,8,13
5200,0.5,9,14
5200,0.5,10,14
5200,0.5,11,16
5200,0.5,12,16
5200,0.5,13,11
5200,0.5,14,13
5200,0.5,15,13
5200,0.5,16,13
5200,0.5,17,15
5200,0.5,18,16
5200,0.5,19,13
5200,0.5,20,17
5200,0.5,21,14
5200,0.5,22,12
5200,0.5,23,14
5200,0.5,24,13
5200,0.5,25,15
5200,0.5,26,15
5200,0.5,27,13
5200,0.5,28,16
5200,0.5,29,13
5200,0.5,30,15
