n,p,rep,rounds
5800,0.1,20,77
5800,0.1,21,77
5800,0.1,22,80
5800,0.1,23,77
5800,0.1,24,83
5800,0.1,25,67
5800,0.1,26,100
5800,0.1,27,113
5800,0.1,28,92
5800,0.1,29,78
5800,0.1,30,88
5800,0.1,31,81
5800,0.1,32,96
5800,0.1,33,70
5800,0.1,34,78
5800,0.1,35,88
5800,0.1,36,78
5800,0.1,37,92
5800,0.1,38,79
5800,0.1,39,82
5800,0.1,40,83
5800,0.1,41,86
5800,0.1,42,85
5800,0.1,43,75
5800,0.1,44,94
5800,0.1,45,78
5800,0.1,46,108
5800,0.1,47,83
5800,0.1,48,86
5800,0.1,49,81
5800,0.1,50,100
5900,0.1,1,87
5900,0.1,2,79
5900,0.1,3,94
5900,0.1,4,76
5900,0.1,5,77
5900,0.1,6,91
5900,0.1,7,75
5900,0.1,8,87
5900,0.1,9,111
5900,0.1,10,98
5900,0.1,11,81
5900,0.1,12,114
5900,0.1,13,84
5900,0.1,14,95
5900,0.1,15,82
5900,0.1,16,89
5900,0.1,17,74
5900,0.1,18,94
5900,0.1,19,98
5900,0.1,20,85
5900,0.1,21,82
5900,0.1,22,100
5900,0.1,23,83
5900,0.1,24,78
5900,0.1,25,92
5900,0.1,26,90
5900,0.1,27,100
5900,0.1,28,87
5900,0.1,29,99
5900,0.1,30,84
5900,0.1,31,91
5900,0.1,32,90
5900,0.1,33,84
5900,0.1,34,125
5900,0.1,35,80
5900,0.1,36,80
5900,0.1,37,91
5900,0.1,38,90
5900,0.1,39,85
5900,0.1,40,89
5900,0.1,41,89
5900,0.1,42,75
5900,0.1,43,88
5900,0.1,44,80
5900,0.1,45,88
5900,0.1,46,80
5900,0.1,47,83
5900,0.1,48,98
5900,0.1,49,96
5900,0.1,50,128
6000,0.1,1,88
6000,0.1,2,83
6000,0.1,3,87
6000,0.1,4,86
6000,0.1,5,83
6000,0.1,6,99
6000,0.1,7,87
6000,0.1,8,88
6000,0.1,9,86
6000,0.1,10,103
6000,0.1,11,92
6000,0.1,12,81
6000,0.1,13,79
6000,0.1,14,88
6000,0.1,15,82
6000,0.1,16,91
6000,0.1,17,95
6000,0.1,18,83
6000,0.1,19,118
6000,0.1,20,80
6000,0.1,21,82
6000,0.1,22,74
6000,0.1,23,68
6000,0.1,24,95
6000,0.1,25,95
6000,0.1,26,108
6000,0.1,27,68
6000,0.1,28,79
6000,0.1,29,88
6000,0.1,30,84
6000,0.1,31,75
6000,0.1,32,81
6000,0.1,33,94
6000,0.1,34,78
6000,0.1,35,86
6000,0.1,36,93
6000,0.1,37,141
6000,0.1,38,80
6000,0.1,39,81
6000,0.1,40,85
6000,0.1,41,86
6000,0.1,42,72
6000,0.1,43,82
6000,0.1,44,91
6000,0.1,45,112
6000,0.1,46,88
6000,0.1,47,76
6000,0.1,48,76
6000,0.1,49,80
6000,0.1,50,81
6100,0.1,1,82
6100,0.1,2,116
6100,0.1,3,84
6100,0.1,4,69
6100,0.1,5,85
6100,0.1,6,77
6100,0.1,7,94
6100,0.1,8,106
6100,0.1,9,96
6100,0.1,10,103
6100,0.1,11,106
6100,0.1,12,90
6100,0.1,13,83
6100,0.1,14,88
6100,0.1,15,78
6100,0.1,16,88
6100,0.1,17,83
6100,0.1,18,90
6100,0.1,19,127
6100,0.1,20,80
6100,0.1,21,94
6100,0.1,22,85
6100,0.1,23,92
6100,0.1,24,73
6100,0.1,25,82
6100,0.1,26,89
6100,0.1,27,112
6100,0.1,28,78
6100,0.1,29,70
6100,0.1,30,97
6100,0.1,31,86
6100,0.1,32,78
6100,0.1,33,109
6100,0.1,34,110
6100,0.1,35,96
6100,0.1,36,69
6100,0.1,37,92
6100,0.1,38,98
6100,0.1,39,142
6100,0.1,40,90
6100,0.1,41,90
6100,0.1,42,88
6100,0.1,43,117
6100,0.1,44,74
6100,0.1,45,101
6100,0.1,46,79
6100,0.1,47,78
6100,0.1,48,110
6100,0.1,49,74
6100,0.1,50,111
6200,0.1,1,83
6200,0.1,2,82
6200,0.1,3,96
6200,0.1,4,86
6200,0.1,5,97
6200,0.1,6,80
6200,0.1,7,82
6200,0.1,8,92
6200,0.1,9,76
6200,0.1,10,70
6200,0.1,11,84
6200,0.1,12,90
6200,0.1,13,81
6200,0.1,14,74
6200,0.1,15,88
6200,0.1,16,80
6200,0.1,17,89
6200,0.1,18,81
6200,0.1,19,101
6200,0.1,20,85
6200,0.1,21,70
6200,0.1,22,90
6200,0.1,23,83
6200,0.1,24,90
6200,0.1,25,79
6200,0.1,26,90
6200,0.1,27,95
6200,0.1,28,94
6200,0.1,29,82
6200,0.1,30,108
6200,0.1,31,77
6200,0.1,32,96
6200,0.1,33,100
6200,0.1,34,90
6200,0.1,35,85
6200,0.1,36,113
6200,0.1,37,71
6200,0.1,38,87
6200,0.1,39,101
6200,0.1,40,86
6200,0.1,41,90
6200,0.1,42,102
6200,0.1,43,81
6200,0.1,44,96
6200,0.1,45,81
6200,0.1,46,96
6200,0.1,47,81
6200,0.1,48,110
6200,0.1,49,105
6200,0.1,50,99
6300,0.1,1,123
6300,0.1,2,89
6300,0.1,3,71
6300,0.1,4,78
6300,0.1,5,81
6300,0.1,6,81
6300,0.1,7,85
6300,0.1,8,109
6300,0.1,9,97
6300,0.1,10,85
6300,0.1,11,92
6300,0.1,12,100
6300,0.1,13,80
6300,0.1,14,104
6300,0.1,15,74
6300,0.1,16,84
6300,0.1,17,78
6300,0.1,18,110
6300,0.1,19,73
6300,0.1,20,81
6300,0.1,21,91
6300,0.1,22,94
6300,0.1,23,83
6300,0.1,24,80
6300,0.1,25,104
6300,0.1,26,87
6300,0.1,27,86
6300,0.1,28,73
6300,0.1,29,85
6300,0.1,30,76
6300,0.1,31,84
6300,0.1,32,100
6300,0.1,33,111
6300,0.1,34,87
6300,0.1,35,92
6300,0.1,36,97
6300,0.1,37,105
6300,0.1,38,94
6300,0.1,39,122
6300,0.1,40,100
6300,0.1,41,143
6300,0.1,42,108
6300,0.1,43,69
6300,0.1,44,102
6300,0.1,45,82
6300,0.1,46,84
6300,0.1,47,81
6300,0.1,48,95
6300,0.1,49,84
6300,0.1,50,92
6400,0.1,1,90
6400,0.1,2,81
6400,0.1,3,110
6400,0.1,4,71
6400,0.1,5,89
6400,0.1,6,99
6400,0.1,7,81
6400,0.1,8,84
6400,0.1,9,101
6400,0.1,10,103
6400,0.1,11,92
6400,0.1,12,101
6400,0.1,13,84
6400,0.1,14,83
6400,0.1,15,94
6400,0.1,16,105
6400,0.1,17,91
6400,0.1,18,100
6400,0.1,19,97
6400,0.1,20,77
6400,0.1,21,96
6400,0.1,22,78
6400,0.1,23,97
6400,0.1,24,80
6400,0.1,25,91
6400,0.1,26,84
6400,0.1,27,143
6400,0.1,28,90
6400,0.1,29,89
6400,0.1,30,77
6400,0.1,31,121
6400,0.1,32,118
6400,0.1,33,84
6400,0.1,34,107
6400,0.1,35,102
6400,0.1,36,87
6400,0.1,37,86
6400,0.1,38,87
6400,0.1,39,115
6400,0.1,40,102
6400,0.1,41,72
6400,0.1,42,85
6400,0.1,43,80
6400,0.1,44,94
6400,0.1,45,102
6400,0.1,46,80
6400,0.1,47,77
6400,0.1,48,84
6400,0.1,49,82
6400,0.1,50,98
6500,0.1,1,75
6500,0.1,2,78
6500,0.1,3,89
6500,0.1,4,82
6500,0.1,5,97
6500,0.1,6,87
6500,0.1,7,99
6500,0.1,8,88
6500,0.1,9,82
6500,0.1,10,91
6500,0.1,11,92
6500,0.1,12,74
6500,0.1,13,88
6500,0.1,14,79
6500,0.1,15,78
6500,0.1,16,77
6500,0.1,17,90
6500,0.1,18,80
6500,0.1,19,91
6500,0.1,20,74
6500,0.1,21,78
6500,0.1,22,90
6500,0.1,23,117
6500,0.1,24,73
6500,0.1,25,92
6500,0.1,26,73
6500,0.1,27,93
6500,0.1,28,95
6500,0.1,29,93
6500,0.1,30,88
6500,0.1,31,67
6500,0.1,32,82
6500,0.1,33,87
6500,0.1,34,98
6500,0.1,35,90
6500,0.1,36,88
6500,0.1,37,95
6500,0.1,38,77
6500,0.1,39,94
6500,0.1,40,120
6500,0.1,41,85
6500,0.1,42,90
6500,0.1,43,84
6500,0.1,44,133
6500,0.1,45,88
6500,0.1,46,82
6500,0.1,47,76
6500,0.1,48,80
6500,0.1,49,123
6500,0.1,50,128
6600,0.1,1,88
6600,0.1,2,83
6600,0.1,3,76
6600,0.1,4,98
6600,0.1,5,79
6600,0.1,6,95
6600,0.1,7,76
6600,0.1,8,114
6600,0.1,9,99
6600,0.1,10,80
6600,0.1,11,81
6600,0.1,12,96
6600,0.1,13,77
6600,0.1,14,81
6600,0.1,15,88
6600,0.1,16,90
6600,0.1,17,84
6600,0.1,18,99
6600,0.1,19,82
6600,0.1,20,93
6600,0.1,21,82
6600,0.1,22,91
6600,0.1,23,73
6600,0.1,24,104
6600,0.1,25,69
6600,0.1,26,80
6600,0.1,27,96
6600,0.1,28,89
6600,0.1,29,91
6600,0.1,30,75
6600,0.1,31,104
6600,0.1,32,79
6600,0.1,33,100
6600,0.1,34,86
6600,0.1,35,71
6600,0.1,36,92
6600,0.1,37,105
6600,0.1,38,81
6600,0.1,39,112
6600,0.1,40,88
6600,0.1,41,91
6600,0.1,42,85
6600,0.1,43,126
6600,0.1,44,84
6600,0.1,45,81
6600,0.1,46,75
6600,0.1,47,79
6600,0.1,48,85
6600,0.1,49,86
6600,0.1,50,93
6700,0.1,1,88
6700,0.1,2,84
6700,0.1,3,101
6700,0.1,4,88
6700,0.1,5,85
6700,0.1,6,79
6700,0.1,7,98
6700,0.1,8,116
6700,0.1,9,80
6700,0.1,10,105
6700,0.1,11,87
6700,0.1,12,130
6700,0.1,13,110
6700,0.1,14,83
6700,0.1,15,93
6700,0.1,16,75
6700,0.1,17,99
6700,0.1,18,113
6700,0.1,19,94
6700,0.1,20,92
6700,0.1,21,113
6700,0.1,22,77
6700,0.1,23,81
6700,0.1,24,104
6700,0.1,25,120
6700,0.1,26,92
6700,0.1,27,74
6700,0.1,28,73
6700,0.1,29,98
6700,0.1,30,87
6700,0.1,31,120
6700,0.1,32,117
6700,0.1,33,107
6700,0.1,34,95
6700,0.1,35,80
6700,0.1,36,72
6700,0.1,37,87
6700,0.1,38,89
6700,0.1,39,90
6700,0.1,40,112
6700,0.1,41,80
6700,0.1,42,79
6700,0.1,43,77
6700,0.1,44,87
6700,0.1,45,87
6700,0.1,46,84
6700,0.1,47,116
6700,0.1,48,84
6700,0.1,49,96
6700,0.1,50,96
6800,0.1,1,81
6800,0.1,2,88
6800,0.1,3,116
6800,0.1,4,83
6800,0.1,5,99
6800,0.1,6,84
6800,0.1,7,95
6800,0.1,8,74
6800,0.1,9,82
6800,0.1,10,107
6800,0.1,11,96
6800,0.1,12,74
6800,0.1,13,113
6800,0.1,14,110
6800,0.1,15,82
6800,0.1,16,88
6800,0.1,17,85
6800,0.1,18,117
6800,0.1,19,99
6800,0.1,20,85
6800,0.1,21,85
6800,0.1,22,81
6800,0.1,23,85
6800,0.1,24,95
6800,0.1,25,69
6800,0.1,26,68
6800,0.1,27,97
6800,0.1,28,96
6800,0.1,29,93
6800,0.1,30,86
6800,0.1,31,73
6800,0.1,32,94
6800,0.1,33,88
6800,0.1,34,85
6800,0.1,35,103
6800,0.1,36,91
6800,0.1,37,82
6800,0.1,38,86
6800,0.1,39,105
6800,0.1,40,77
6800,0.1,41,83
6800,0.1,42,73
6800,0.1,43,97
6800,0.1,44,81
6800,0.1,45,74
6800,0.1,46,90
6800,0.1,47,91
6800,0.1,48,83
6800,0.1,49,94
6800,0.1,50,73
6900,0.1,1,103
6900,0.1,2,99
6900,0.1,3,80
6900,0.1,4,76
6900,0.1,5,115
6900,0.1,6,103
6900,0.1,7,107
6900,0.1,8,80
6900,0.1,9,109
6900,0.1,10,92
6900,0.1,11,85
6900,0.1,12,93
6900,0.1,13,89
6900,0.1,14,104
6900,0.1,15,95
6900,0.1,16,81
6900,0.1,17,97
6900,0.1,18,94
6900,0.1,19,94
6900,0.1,20,95
6900,0.1,21,86
6900,0.1,22,104
6900,0.1,23,80
6900,0.1,24,94
6900,0.1,25,101
6900,0.1,26,80
6900,0.1,27,99
6900,0.1,28,94
6900,0.1,29,77
6900,0.1,30,79
6900,0.1,31,94
6900,0.1,32,81
6900,0.1,33,79
6900,0.1,34,74
6900,0.1,35,97
6900,0.1,36,100
6900,0.1,37,88
6900,0.1,38,94
6900,0.1,39,74
6900,0.1,40,85
6900,0.1,41,88
6900,0.1,42,86
6900,0.1,43,124
6900,0.1,44,80
6900,0.1,45,99
6900,0.1,46,76
6900,0.1,47,91
6900,0.1,48,95
6900,0.1,49,106
6900,0.1,50,96
7000,0.1,1,87
7000,0.1,2,77
7000,0.1,3,87
7000,0.1,4,84
7000,0.1,5,83
7000,0.1,6,84
7000,0.1,7,93
7000,0.1,8,91
7000,0.1,9,98
7000,0.1,10,83
7000,0.1,11,85
7000,0.1,12,74
7000,0.1,13,79
7000,0.1,14,94
7000,0.1,15,76
7000,0.1,16,90
7000,0.1,17,99
7000,0.1,18,83
7000,0.1,19,85
7000,0.1,20,83
7000,0.1,21,96
7000,0.1,22,87
7000,0.1,23,105
7000,0.1,24,91
7000,0.1,25,99
7000,0.1,26,95
7000,0.1,27,81
7000,0.1,28,96
7000,0.1,29,88
7000,0.1,30,82
7000,0.1,31,80
7000,0.1,32,83
7000,0.1,33,92
7000,0.1,34,86
7000,0.1,35,101
7000,0.1,36,98
7000,0.1,37,77
7000,0.1,38,86
7000,0.1,39,87
7000,0.1,40,100
7000,0.1,41,93
7000,0.1,42,99
7000,0.1,43,80
7000,0.1,44,98
7000,0.1,45,90
7000,0.1,46,105
7000,0.1,47,80
7000,0.1,48,86
7000,0.1,49,87
7000,0.1,50,82
7100,0.1,1,118
7100,0.1,2,72
7100,0.1,3,109
7100,0.1,4,117
7100,0.1,5,108
7100,0.1,6,84
7100,0.1,7,71
7100,0.1,8,81
7100,0.1,9,88
7100,0.1,10,151
7100,0.1,11,76
7100,0.1,12,81
7100,0.1,13,92
7100,0.1,14,80
7100,0.1,15,77
7100,0.1,16,79
7100,0.1,17,81
7100,0.1,18,87
7100,0.1,19,103
7100,0.1,20,93
7100,0.1,21,90
7100,0.1,22,94
7100,0.1,23,80
7100,0.1,24,97
7100,0.1,25,103
7100,0.1,26,81
7100,0.1,27,83
7100,0.1,28,84
7100,0.1,29,82
7100,0.1,30,72
7100,0.1,31,86
7100,0.1,32,80
7100,0.1,33,75
7100,0.1,34,83
7100,0.1,35,92
7100,0.1,36,86
7100,0.1,37,107
7100,0.1,38,78
7100,0.1,39,83
7100,0.1,40,100
7100,0.1,41,89
7100,0.1,42,69
7100,0.1,43,83
7100,0.1,44,87
7100,0.1,45,110
7100,0.1,46,101
7100,0.1,47,82
7100,0.1,48,87
7100,0.1,49,84
7100,0.1,50,82
7200,0.1,1,111
7200,0.1,2,87
7200,0.1,3,95
7200,0.1,4,83
7200,0.1,5,91
7200,0.1,6,113
7200,0.1,7,91
7200,0.1,8,96
7200,0.1,9,76
7200,0.1,10,94
7200,0.1,11,97
7200,0.1,12,88
7200,0.1,13,76
7200,0.1,14,85
7200,0.1,15,88
7200,0.1,16,97
7200,0.1,17,96
7200,0.1,18,88
7200,0.1,19,92
7200,0.1,20,136
7200,0.1,21,90
7200,0.1,22,86
7200,0.1,23,85
7200,0.1,24,93
7200,0.1,25,86
7200,0.1,26,98
7200,0.1,27,92
7200,0.1,28,74
7200,0.1,29,88
7200,0.1,30,85
7200,0.1,31,77
7200,0.1,32,99
7200,0.1,33,90
7200,0.1,34,93
7200,0.1,35,86
7200,0.1,36,80
7200,0.1,37,118
7200,0.1,38,83
7200,0.1,39,88
7200,0.1,40,81
7200,0.1,41,82
7200,0.1,42,79
7200,0.1,43,83
7200,0.1,44,100
7200,0.1,45,130
7200,0.1,46,82
7200,0.1,47,101
7200,0.1,48,82
7200,0.1,49,91
7200,0.1,50,79
7300,0.1,1,85
7300,0.1,2,89
7300,0.1,3,83
7300,0.1,4,98
7300,0.1,5,76
7300,0.1,6,110
7300,0.1,7,100
7300,0.1,8,77
7300,0.1,9,83
7300,0.1,10,87
7300,0.1,11,87
7300,0.1,12,93
7300,0.1,13,118
7300,0.1,14,82
7300,0.1,15,80
7300,0.1,16,98
7300,0.1,17,117
7300,0.1,18,78
7300,0.1,19,90
7300,0.1,20,92
7300,0.1,21,96
7300,0.1,22,90
7300,0.1,23,90
7300,0.1,24,94
7300,0.1,25,77
7300,0.1,26,90
7300,0.1,27,104
7300,0.1,28,78
7300,0.1,29,100
7300,0.1,30,87
7300,0.1,31,88
7300,0.1,32,84
7300,0.1,33,106
7300,0.1,34,93
7300,0.1,35,95
7300,0.1,36,82
7300,0.1,37,79
7300,0.1,38,96
7300,0.1,39,96
7300,0.1,40,83
7300,0.1,41,91
7300,0.1,42,85
7300,0.1,43,98
7300,0.1,44,100
7300,0.1,45,92
7300,0.1,46,80
7300,0.1,47,108
7300,0.1,48,88
7300,0.1,49,87
7300,0.1,50,113
7400,0.1,1,88
7400,0.1,2,105
7400,0.1,3,74
7400,0.1,4,92
7400,0.1,5,86
7400,0.1,6,93
7400,0.1,7,84
7400,0.1,8,103
7400,0.1,9,83
7400,0.1,10,89
7400,0.1,11,90
7400,0.1,12,83
7400,0.1,13,88
7400,0.1,14,89
7400,0.1,15,86
7400,0.1,16,85
7400,0.1,17,108
7400,0.1,18,82
7400,0.1,19,76
7400,0.1,20,105
7400,0.1,21,79
7400,0.1,22,112
7400,0.1,23,98
7400,0.1,24,91
7400,0.1,25,77
7400,0.1,26,99
7400,0.1,27,108
7400,0.1,28,93
7400,0.1,29,91
7400,0.1,30,85
7400,0.1,31,89
7400,0.1,32,82
7400,0.1,33,114
7400,0.1,34,80
7400,0.1,35,80
7400,0.1,36,92
7400,0.1,37,93
7400,0.1,38,86
7400,0.1,39,74
7400,0.1,40,90
7400,0.1,41,117
7400,0.1,42,114
7400,0.1,43,81
7400,0.1,44,91
7400,0.1,45,85
7400,0.1,46,104
7400,0.1,47,87
7400,0.1,48,88
7400,0.1,49,81
7400,0.1,50,87
7500,0.1,1,116
7500,0.1,2,89
7500,0.1,3,89
7500,0.1,4,76
7500,0.1,5,105
7500,0.1,6,99
7500,0.1,7,87
7500,0.1,8,83
7500,0.1,9,106
7500,0.1,10,88
7500,0.1,11,92
7500,0.1,12,97
7500,0.1,13,76
7500,0.1,14,77
7500,0.1,15,111
7500,0.1,16,91
7500,0.1,17,80
7500,0.1,18,81
7500,0.1,19,87
7500,0.1,20,87
7500,0.1,21,95
7500,0.1,22,80
7500,0.1,23,91
7500,0.1,24,94
7500,0.1,25,81
7500,0.1,26,88
7500,0.1,27,86
7500,0.1,28,83
7500,0.1,29,90
7500,0.1,30,89
7500,0.1,31,69
7500,0.1,32,76
7500,0.1,33,79
7500,0.1,34,122
7500,0.1,35,107
7500,0.1,36,85
7500,0.1,37,78
7500,0.1,38,92
7500,0.1,39,76
7500,0.1,40,91
7500,0.1,41,80
7500,0.1,42,78
7500,0.1,43,94
7500,0.1,44,79
7500,0.1,45,110
7500,0.1,46,97
7500,0.1,47,94
7500,0.1,48,85
7500,0.1,49,77
7500,0.1,50,83
7600,0.1,1,79
7600,0.1,2,81
7600,0.1,3,118
7600,0.1,4,88
7600,0.1,5,81
7600,0.1,6,97
7600,0.1,7,83
7600,0.1,8,87
7600,0.1,9,99
7600,0.1,10,98
7600,0.1,11,101
7600,0.1,12,78
7600,0.1,13,92
7600,0.1,14,99
7600,0.1,15,109
7600,0.1,16,104
7600,0.1,17,86
7600,0.1,18,97
7600,0.1,19,110
7600,0.1,20,95
7600,0.1,21,78
7600,0.1,22,88
7600,0.1,23,99
7600,0.1,24,132
7600,0.1,25,87
7600,0.1,26,77
7600,0.1,27,97
7600,0.1,28,84
7600,0.1,29,76
7600,0.1,30,90
7600,0.1,31,79
7600,0.1,32,76
7600,0.1,33,84
7600,0.1,34,83
7600,0.1,35,79
7600,0.1,36,86
7600,0.1,37,98
7600,0.1,38,79
7600,0.1,39,98
7600,0.1,40,118
7600,0.1,41,83
7600,0.1,42,88
7600,0.1,43,86
7600,0.1,44,87
7600,0.1,45,97
7600,0.1,46,79
7600,0.1,47,83
7600,0.1,48,82
7600,0.1,49,101
7600,0.1,50,89
7700,0.1,1,87
7700,0.1,2,98
7700,0.1,3,92
7700,0.1,4,81
7700,0.1,5,85
7700,0.1,6,93
7700,0.1,7,89
7700,0.1,8,94
7700,0.1,9,86
7700,0.1,10,76
7700,0.1,11,102
7700,0.1,12,81
7700,0.1,13,80
7700,0.1,14,87
7700,0.1,15,111
7700,0.1,16,103
7700,0.1,17,92
7700,0.1,18,87
7700,0.1,19,92
7700,0.1,20,80
7700,0.1,21,100
7700,0.1,22,71
7700,0.1,23,110
7700,0.1,24,89
7700,0.1,25,84
7700,0.1,26,95
7700,0.1,27,100
7700,0.1,28,83
7700,0.1,29,81
7700,0.1,30,76
7700,0.1,31,93
7700,0.1,32,110
7700,0.1,33,99
7700,0.1,34,100
7700,0.1,35,69
7700,0.1,36,116
7700,0.1,37,90
7700,0.1,38,92
7700,0.1,39,83
7700,0.1,40,87
7700,0.1,41,99
7700,0.1,42,108
7700,0.1,43,100
7700,0.1,44,85
7700,0.1,45,94
7700,0.1,46,94
7700,0.1,47,77
7700,0.1,48,90
7700,0.1,49,81
7700,0.1,50,80
7800,0.1,1,91
7800,0.1,2,71
7800,0.1,3,107
7800,0.1,4,90
7800,0.1,5,73
7800,0.1,6,100
7800,0.1,7,97
7800,0.1,8,80
7800,0.1,9,90
7800,0.1,10,91
7800,0.1,11,76
7800,0.1,12,99
7800,0.1,13,80
7800,0.1,14,95
7800,0.1,15,85
7800,0.1,16,88
7800,0.1,17,105
7800,0.1,18,93
7800,0.1,19,93
7800,0.1,20,89
7800,0.1,21,82
7800,0.1,22,84
7800,0.1,23,90
7800,0.1,24,79
7800,0.1,25,95
7800,0.1,26,95
7800,0.1,27,115
7800,0.1,28,106
7800,0.1,29,86
7800,0.1,30,80
7800,0.1,31,84
7800,0.1,32,86
7800,0.1,33,78
7800,0.1,34,92
7800,0.1,35,78
7800,0.1,36,99
7800,0.1,37,85
7800,0.1,38,91
7800,0.1,39,95
7800,0.1,40,74
7800,0.1,41,101
7800,0.1,42,85
7800,0.1,43,95
7800,0.1,44,98
7800,0.1,45,105
7800,0.1,46,96
7800,0.1,47,105
7800,0.1,48,107
7800,0.1,49,81
7800,0.1,50,106
7900,0.1,1,119
7900,0.1,2,84
7900,0.1,3,88
7900,0.1,4,76
7900,0.1,5,89
7900,0.1,6,84
7900,0.1,7,85
7900,0.1,8,73
7900,0.1,9,73
7900,0.1,10,77
7900,0.1,11,92
7900,0.1,12,97
7900,0.1,13,85
7900,0.1,14,92
7900,0.1,15,89
7900,0.1,16,95
7900,0.1,17,96
7900,0.1,18,83
7900,0.1,19,98
7900,0.1,20,86
7900,0.1,21,100
7900,0.1,22,96
7900,0.1,23,93
7900,0.1,24,84
7900,0.1,25,87
7900,0.1,26,86
7900,0.1,27,83
7900,0.1,28,88
7900,0.1,29,84
7900,0.1,30,86
7900,0.1,31,74
7900,0.1,32,110
7900,0.1,33,99
7900,0.1,34,75
7900,0.1,35,79
7900,0.1,36,96
7900,0.1,37,79
7900,0.1,38,89
7900,0.1,39,98
7900,0.1,40,108
7900,0.1,41,87
7900,0.1,42,112
7900,0.1,43,87
7900,0.1,44,87
7900,0.1,45,88
7900,0.1,46,123
7900,0.1,47,81
7900,0.1,48,135
7900,0.1,49,102
7900,0.1,50,100
8000,0.1,1,77
8000,0.1,2,104
8000,0.1,3,97
8000,0.1,4,109
8000,0.1,5,83
8000,0.1,6,103
8000,0.1,7,91
8000,0.1,8,97
8000,0.1,9,92
8000,0.1,10,89
8000,0.1,11,85
8000,0.1,12,75
8000,0.1,13,92
8000,0.1,14,88
8000,0.1,15,72
8000,0.1,16,85
8000,0.1,17,90
8000,0.1,18,98
8000,0.1,19,91
8000,0.1,20,100
8000,0.1,21,104
8000,0.1,22,82
8000,0.1,23,91
8000,0.1,24,81
8000,0.1,25,103
8000,0.1,26,70
8000,0.1,27,108
8000,0.1,28,80
8000,0.1,29,71
8000,0.1,30,77
8000,0.1,31,92
8000,0.1,32,84
8000,0.1,33,89
8000,0.1,34,81
8000,0.1,35,92
8000,0.1,36,82
8000,0.1,37,88
8000,0.1,38,114
8000,0.1,39,81
8000,0.1,40,129
8000,0.1,41,99
8000,0.1,42,99
8000,0.1,43,82
8000,0.1,44,85
8000,0.1,45,105
8000,0.1,46,90
8000,0.1,47,79
8000,0.1,48,72
8000,0.1,49,96
8000,0.1,50,100
8100,0.1,1,99
8100,0.1,2,96
8100,0.1,3,95
8100,0.1,4,98
8100,0.1,5,94
8100,0.1,6,82
8100,0.1,7,103
8100,0.1,8,89
8100,0.1,9,123
8100,0.1,10,119
8100,0.1,11,91
8100,0.1,12,117
8100,0.1,13,96
8100,0.1,14,78
8100,0.1,15,84
8100,0.1,16,85
8100,0.1,17,69
8100,0.1,18,104
8100,0.1,19,94
8100,0.1,20,88
8100,0.1,21,96
8100,0.1,22,93
8100,0.1,23,118
8100,0.1,24,93
8100,0.1,25,86
8100,0.1,26,92
8100,0.1,27,85
8100,0.1,28,120
8100,0.1,29,92
8100,0.1,30,73
8100,0.1,31,89
8100,0.1,32,97
8100,0.1,33,78
8100,0.1,34,105
8100,0.1,35,104
8100,0.1,36,79
8100,0.1,37,78
8100,0.1,38,82
8100,0.1,39,86
8100,0.1,40,108
8100,0.1,41,70
8100,0.1,42,91
8100,0.1,43,81
8100,0.1,44,93
8100,0.1,45,84
8100,0.1,46,85
8100,0.1,47,106
8100,0.1,48,74
8100,0.1,49,96
8100,0.1,50,76
8200,0.1,1,81
8200,0.1,2,87
8200,0.1,3,87
8200,0.1,4,77
8200,0.1,5,95
8200,0.1,6,88
8200,0.1,7,96
8200,0.1,8,97
8200,0.1,9,80
8200,0.1,10,92
8200,0.1,11,125
8200,0.1,12,84
8200,0.1,13,90
8200,0.1,14,84
8200,0.1,15,91
8200,0.1,16,75
8200,0.1,17,91
8200,0.1,18,92
8200,0.1,19,107
8200,0.1,20,78
8200,0.1,21,87
8200,0.1,22,90
8200,0.1,23,103
8200,0.1,24,109
8200,0.1,25,109
8200,0.1,26,106
8200,0.1,27,76
8200,0.1,28,74
8200,0.1,29,81
8200,0.1,30,81
8200,0.1,31,96
8200,0.1,32,89
8200,0.1,33,79
8200,0.1,34,91
8200,0.1,35,109
8200,0.1,36,84
8200,0.1,37,99
8200,0.1,38,99
8200,0.1,39,105
8200,0.1,40,106
8200,0.1,41,107
8200,0.1,42,87
8200,0.1,43,81
8200,0.1,44,94
8200,0.1,45,116
8200,0.1,46,76
8200,0.1,47,132
8200,0.1,48,83
8200,0.1,49,85
8200,0.1,50,79
8300,0.1,1,97
8300,0.1,2,93
8300,0.1,3,108
8300,0.1,4,106
8300,0.1,5,88
8300,0.1,6,87
8300,0.1,7,93
8300,0.1,8,112
8300,0.1,9,86
8300,0.1,10,84
8300,0.1,11,109
8300,0.1,12,104
8300,0.1,13,82
8300,0.1,14,112
8300,0.1,15,74
8300,0.1,16,94
8300,0.1,17,92
8300,0.1,18,91
8300,0.1,19,83
8300,0.1,20,106
8300,0.1,21,89
8300,0.1,22,92
8300,0.1,23,88
8300,0.1,24,98
8300,0.1,25,81
8300,0.1,26,78
8300,0.1,27,104
8300,0.1,28,89
8300,0.1,29,68
8300,0.1,30,120
8300,0.1,31,89
8300,0.1,32,85
8300,0.1,33,106
8300,0.1,34,100
8300,0.1,35,76
8300,0.1,36,71
8300,0.1,37,114
8300,0.1,38,87
8300,0.1,39,92
8300,0.1,40,91
